"Theta [deg]","dB(RealizedGainPhi) [] - Freq='3.607GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='4.682GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='5.5GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='6.5GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='7.644GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='8.925GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='9.531GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='10.5GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='11.824GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='13GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='13.93GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='14.5GHz' Phi='0deg'"
249,0.932880511782822,1.10153787841704,1.16673143428421,1.03727296252472,1.51961020806744,1.26679411398515,1.01496880598337,-4.4725469630149,-1.9456607050087,-6.85634951633075,-12.4384082875621,-19.0341306910785
250,0.929871077340972,1.0943675441852,1.15479083807457,1.0161733810231,1.49105449968703,1.23361436222112,0.995829167295841,-4.50436971102269,-2.00995146428499,-6.95421101150218,-12.3605370413198,-18.8390954313548
251,0.926960967680238,1.08742746695126,1.14316537771321,0.995792699347062,1.46314071392284,1.20196001712889,0.97829344735476,-4.53512991125642,-2.0689122914036,-7.04802567107126,-12.2519763436194,-18.58196505621
252,0.924153415746731,1.08072283522077,1.13187131150386,0.976141252097477,1.4358828137418,1.17179699043547,0.962160581063468,-4.56490573712917,-2.12268267867121,-7.13793458515684,-12.1181899106839,-18.2850264358016
253,0.921451519377686,1.07425880558407,1.12092471319204,0.957227578761969,1.4092981051372,1.1430759180858,0.947230164782129,-4.59375711531877,-2.17147848479169,-7.22392321554871,-11.9649999062891,-17.9675355477572
254,0.918858237753511,1.06804048461368,1.11034138262203,0.939058660265652,1.38340688161091,1.11573430027337,0.933306071432658,-4.62173053292325,-2.21557487612153,-7.3058582044072,-11.7982077912482,-17.6446694065275
255,0.916376388001991,1.06207290781581,1.10013675815693,0.921640145240741,1.35823200071076,1.08969877846683,0.920199406815286,-4.64886368285802,-2.2552885878372,-7.38352800162717,-11.6232890159489,-17.3275445034875
256,0.914008641954654,1.05636101614508,1.09032583171622,0.904976562177879,1.33379840989242,1.06488745895735,0.907730794280519,-4.67518968593647,-2.29096073658064,-7.45668337970149,-11.4451830086982,-17.0237826202485
257,0.911757523055419,1.05090963060475,1.08092306716,0.889071514559101,1.31013263827158,1.0412122038361,0.895732008538875,-4.70074069394728,-2.32294116557238,-7.52507448710318,-11.2681770597677,-16.738248778007
258,0.909625403422206,1.0457234254582,1.07194232262386,0.873927856985314,1.28726226971245,1.01858082407647,0.884047005894457,-4.72555074430944,-2.35157501451919,-7.58848180193296,-11.095868525315,-16.4737567664923
259,0.907614501062385,1.04080690057238,1.06339677728746,0.85954785117299,1.26521541126687,0.996899124432234,0.872532417538531,-4.7496578000208,-2.37719191621653,-7.64673914652785,-10.9311841489559,-16.2316593431291
260,0.905726877243157,1.03616435340224,1.0552988629468,0.845933301481483,1.24402016933747,0.976072765148803,0.861057585213969,-4.77310496582238,-2.40009795720461,-7.69974776787681,-10.7764357356746,-16.0123072930293
261,0.903964434018597,1.03179985110657,1.04766020065761,0.833085670325273,1.2237041441854,0.956008920133428,0.849504225364363,-4.79594092070841,-2.42057031881207,-7.74748132504492,-10.6333950362103,-15.8153911552501
262,0.902328911914992,1.02771720326205,1.04049154262712,0.821006174412054,1.20429395162774,0.936617724531003,0.83776580978705,-4.81821964675629,-2.43885434569278,-7.78998239249289,-10.50337529393,-15.640188523387
263,0.900821887776829,1.02391993561421,1.03380271945603,0.809695863219187,1.18581477905192,0.917813516081692,0.825746748846865,-4.83999956406215,-2.45516267234556,-7.82735172759658,-10.3873111669104,-15.4857395460913
264,0.899444772775928,1.02041126527287,1.02760259277231,0.7991556814735,1.16828998127874,0.89951588385379,0.813361458463511,-4.8613422013191,-2.46967596982166,-7.85973201531793,-10.2858321065388,-15.3509695720144
265,0.898198810586647,1.01719407772485,1.02189901325456,0.789386517634032,1.15174072038805,0.881650544780169,0.800533385248915,-4.88231054179886,-2.48254484771766,-7.88728806895685,-10.199326655802,-15.2347735815399
266,0.897085075730532,1.014270906001,1.01669878401369,0.780389240496154,1.13618565241439,0.864150072845992,0.787194056092003,-4.90296718616788,-2.49389245243414,-7.91018553581647,-10.1279966576956,-15.1360732080954
267,0.896104472094087,1.01164391229647,1.01200762928909,0.772164726046386,1.12164066285109,0.846954507867019,0.773282209763411,-4.92337246794704,-2.50381733357718,-7.92857005662724,-10.0719012426046,-15.0538540671673
268,0.895257731623957,1.00931487230448,1.00783016841566,0.764713876608501,1.10811865217219,0.830011870727236,0.758743059182409,-4.94358264591134,-2.51239619929511,-7.94254859934758,-10.0309908928232,-14.9871887497056
269,0.894545413203996,1.00728516248423,1.0041698950315,0.758037634143819,1.09562937208665,0.81327860994333,0.743527724143623,-4.96364828170832,-2.51968624258896,-7.9521743779871,-10.0051320248675,-14.9352490613181
270,0.893967901719424,1.00555575044344,1.00102916151905,0.752136989314102,1.08417931295404,0.796720000756689,0.727592865699548,-4.98361289171093,-2.52572678988429,-7.95743641692009,-9.99412250537168,-14.8973097494997
271,0.893525407313549,1.00412718857546,0.998409168704264,0.747012987598141,1.07377164268236,0.780310512912614,0.7109005450805,-5.00351194066165,-2.53054009729916,-7.9582544606348,-9.9976984073103,-14.8727449290582
272,0.893217964843055,1.00299961105018,0.996309960874544,0.742666733385371,1.06440619744942,0.764034157172101,0.69341832195727,-5.02337222182494,-2.53413119697412,-7.95447957377751,-10.0155321771942,-14.8610175917924
273,0.893045433538302,1.00217273421653,0.994730426215581,0.739099392568233,1.05607952468758,0.747884813725143,0.675119598897947,-5.04321164473248,-2.53648677414146,-7.94590043012529,-10.0472222624733,-14.8616619011366
274,0.893007496875422,1.00164586043271,0.993668302805624,0.736312193732745,1.04878497888773,0.731866538352976,0.655984210882036,-5.06303942760642,-2.5375731343139,-7.93225494779013,-10.0922741776796,-14.8742573845078
275,0.893103662667516,1.00141788529851,0.993120190340921,0.734306427620617,1.04251287085023,0.715993834745883,0.635999250537801,-5.08285666751932,-2.53733339819433,-7.91324658680532,-10.1500730067681,-14.8983936312054
276,0.893333263382396,1.00148730822088,0.993081567794178,0.733083444119917,1.03725067097632,0.700291874161903,0.615160111198907,-5.10265723765422,-2.53568413858988,-7.88856428556431,-10.2198474969728,-14.9336236977235
277,0.89369545669473,1.00185224620127,0.993546817227036,0.732644645652343,1.03298326699444,0.684796636966184,0.593471720807432,-5.12242893812998,-2.53251174720012,-7.85790468679712,-10.3006262616976,-14.9794041693445
278,0.894189226280537,1.00251045068911,0.994509253984219,0.732991475476835,1.02969327610069,0.669554944892319,0.570949930056006,-5.14215480541801,-2.52766888730035,-7.82099501756102,-10.3911872602734,-15.0350198348888
279,0.894813382862133,1.00345932730208,0.99596116348879,0.734125399137971,1.02736141081619,0.654624348505483,0.547623007982009,-5.16181446628986,-2.52097144763442,-7.7776147780764,-10.4900027577593,-15.0994913856656
280,0.895566565511452,1.00469595816912,0.997893844833013,0.736047877066811,1.025966896899,0.640072831720004,0.523533187634603,-5.18138540664405,-2.51219645854813,-7.72761430331488,-10.5951834792646,-15.1714657407162
281,0.89644724321979,1.00621712660828,1.00029766131608,0.73876032620608,1.02548794037753,0.625978294723611,0.498738193692275,-5.20084401480632,-2.50108145739973,-7.67092832702476,-10.7044277030517,-15.2490909461527
282,0.897453716741423,1.00801934380743,1.00316209801627,0.74226406849118,1.02590223919931,0.612427778654426,0.473312673430474,-5.22016625444522,-2.48732578912836,-7.60758292385002,-10.8149835040589,-15.3298816269356
283,0.898584120718336,1.01009887713347,1.00647582640188,0.746560264085954,1.02718753313708,0.599516400177001,0.447349442807553,-5.23932782555544,-2.4705942911861,-7.53769463211841,-10.9236349503536,-15.410587217868
284,0.899836426092585,1.0124517796546,1.01022677588108,0.751649827453115,1.02932218350497,0.587345971931149,0.420960451406782,-5.25830368435926,-2.45052373143018,-7.46146114251744,-11.0267250977225,-15.4870839055753
285,0.901208442812125,1.01507392042203,1.01440221206801,0.757533324640229,1.03228577197874,0.576023295771936,0.394277364471388,-5.2770668155053,-2.42673223593762,-7.37914362838038,-11.120229017451,-15.5543217315306
286,0.902697822834923,1.01796101502249,1.01898882140065,0.764210850583223,1.0360597054687,0.565658129692406,0.367451658375557,-5.29558618324301,-2.39883175718471,-7.29104153046354,-11.1998873860068,-15.606368227204
287,0.904302063435145,1.02110865588241,1.02397280158984,0.771681885768705,1.04062781167046,0.556360846020149,0.340654128780683,-5.31382383245972,-2.36644339331348,-7.19746133065587,-11.2614039970921,-15.636594229386
288,0.906018510813799,1.02451234178029,1.02933995720947,0.779945132245359,1.04597690773903,0.548239817349485,0.31407371966587,-5.33173116515412,-2.32921508585382,-7.09868150253899,-11.3006984528266,-15.6380385462741
289,0.907844364014862,1.02816750600513,1.03507579956085,0.788998329722311,1.05209732263272,0.541398586896364,0.287915597567724,-5.34924448203002,-2.28684091552098,-6.99491637447665,-11.3141896925755,-15.6039582555173
290,0.909776679146285,1.03206954258935,1.0411656497632,0.79883805331917,1.05898335220195,0.535932900462087,0.262398419683952,-5.36627995067954,-2.23908091293753,-6.88628205706877,-11.2990709056458,-15.5285188596836
291,0.911812373903351,1.03621383004321,1.04759474384296,0.809459495417794,1.06663362520324,0.531927696663453,0.237750777566883,-5.38272823873324,-2.18578004122361,-6.77276784649555,-11.2535276425966,-15.4075148722966
292,0.91394823239014,1.04059575202712,1.05434833842372,0.820856234980578,1.07505135824735,0.529454169066725,0.214206839936265,-5.39844912883864,-2.12688483258024,-6.6542165802315,-11.1768540843821,-15.2389637818632
293,0.916180910232744,1.04521071441894,1.06141181546083,0.833019998613668,1.08424447837951,0.528567026826614,0.192001267830335,-5.41326650758016,-2.06245611120703,-6.53031722859402,-11.0694393339894,-15.0234167065765
294,0.918506939975662,1.05005415826542,1.06877078432872,0.845940418530205,1.09422559365513,0.529302087913722,0.17136353102366,-5.42696418609723,-1.99267633978805,-6.40061246581633,-10.9326224736308,-14.7638919467454
295,0.920922736750867,1.05512156815273,1.07641117945977,0.859604793371751,1.10501179480733,0.531674339747009,0.152511813341936,-5.43928305798803,-1.91785039797616,-6.26452298120518,-10.7684435060664,-14.4654430453396
296,0.923424604206584,1.06040847558876,1.08431935165856,0.873997858537016,1.11662427495527,0.535676595099934,0.135646751999907,-5.4499201200487,-1.83839902728787,-6.12138879974823,-10.579337923021,-14.1344736830875
297,0.926008740680811,1.06591045706183,1.09248215118039,0.889101573208328,1.12908775928199,0.541278856043551,0.120945307157147,-5.45852986199068,-1.7548447222076,-5.97052590642014,-10.367829883923,-13.7779636947886
298,0.928671245602322,1.07162312652448,1.10088700067349,0.904894931623343,1.14242974266882,0.548428475498681,0.108555096646652,-5.46472846067529,-1.66779045742083,-5.81129418006387,-10.1362728393356,-13.4027603032356
299,0.931408126100015,1.0775421221479,1.10952195614469,0.921353806280238,1.15667954029927,0.557051175348504,0.0985895513075866,-5.46810108243181,-1.57789225104225,-5.64317038786574,-9.88667127510712,-13.0150357328543
300,0.934215303799294,1.08366308730013,1.11837575422214,0.938450830663943,1.171867164058,0.567052943243865,0.0911242432173867,-5.46821239806869,-1.48582710964376,-5.46581826188917,-9.62059883095531,-12.6199491156257
301,0.937088621782645,1.08998164581907,1.12743784415761,0.95615532872012,1.18802204589597,0.578322788955354,0.0861947085140645,-5.46462015167559,-1.3922583305496,-5.27914700124079,-9.33921089026571,-12.2215015091734
302,0.940023851689822,1.09649337177633,1.13669840323553,0.974433297672081,1.20517163788457,0.59073629751914,0.0837960268155952,-5.45689131015971,-1.29780041644991,-5.08335030454942,-9.0433362158981,-11.8225464254985
303,0.943016700931826,1.1031937540596,1.14614833453422,0.993247449872382,1.2233399270433,0.604159872867008,0.083884331696234,-5.44461998329629,-1.20298597328006,-4.87892030899992,-8.73362301079731,-11.4249109492238
304,0.946062819991814,1.11007815623424,1.15577924631439,1.01255731821419,1.24254591074606,0.618455524592975,0.0863803155455973,-5.42744598502066,-1.1082369178174,-4.66663425493789,-8.41070989990606,-11.029586224674
305,0.949157809785282,1.11714177227902,1.1655834126843,1.03231942821632,1.26280208509876,0.633486014390914,0.0911746645701813,-5.405072656498,-1.01384213014514,-4.4475156121604,-8.07539170178776,-10.6369536363678
306,0.952297229051521,1.12437957892086,1.17555371560451,1.05248753826858,1.2841130036303,0.649120149703005,0.0981352251071389,-5.37728244270506,-0.919943364489165,-4.22277494210553,-7.72875341787111,-10.2470201579154
307,0.955476601748275,1.13178628541648,1.18568356873649,1.07301294771916,1.30647396646576,0.665237992142856,0.10711557150595,-5.34394875018556,-0.826530793736008,-3.9937381912769,-7.3722531599772,-9.85964163041665
308,0.958691424421685,1.13935628174123,1.19596682410075,1.09384487054994,1.32986990042516,0.681735738812964,0.117964529435134,-5.30504283674273,-0.733449017448129,-3.76177101757272,-7.00774456049489,-9.47471648074633
309,0.961937173524566,1.14708358624363,1.20639766297611,1.11493087037372,1.3542744878841,0.698530036796082,0.130536116437861,-5.26063488655415,-0.640413717852833,-3.52820717067353,-6.63743965069389,-9.09233571285854
310,0.965209312656704,1.15496179390403,1.21697047293187,1.13621735045973,1.37964959655147,0.715561505456645,0.14469930182789,-5.21088896587931,-0.547038415421955,-3.29428726130716,-6.26382213248005,-8.71287899597893
311,0.968503299702492,1.16298402639525,1.22767971332276,1.15765009051728,1.40594505354737,0.732797267810371,0.16034696601234,-5.15605216627768,-0.452869981410425,-3.0611120193298,-5.8895267927495,-8.33705188616819
312,0.971814593842796,1.17114288517709,1.23851977197899,1.17917482010879,1.43309879548109,0.75023233060734,0.177403457742673,-5.0964388392711,-0.357430757217791,-2.82961189627561,-5.51720291451094,-7.96586544725124
313,0.975138662419826,1.1794304088656,1.24948481617637,1.20073781689371,1.46103741202698,0.767889701801479,0.195830206666465,-5.0324113247901,-0.260264383782941,-2.60053299505529,-5.14937838197852,-7.60056592458293
314,0.978470987636157,1.18783803609668,1.26056864125998,1.22228651649038,1.4896770843667,0.785819191947805,0.21562894552255,-4.96435890913764,-0.160981854899643,-2.37443797483796,-4.788337900583,-7.24252752200347
315,0.981807073071264,1.19635657505361,1.27176452050709,1.24377011964843,1.51892490258123,0.80409491027376,0.236842226939736,-4.89267687940302,-0.0593039821795655,-2.15171975832331,-4.43602464628864,-6.89312475742033
316,0.98514245000165,1.20497618074719,1.28306505994022,1.26514018170634,1.54868052853503,0.822811533519518,0.259551077739734,-4.81774746640857,0.0449035099638918,-1.93262541667804,-4.09397072515244,-6.55360185545165
317,0.988472683513163,1.21368634102668,1.29446206183009,1.28635116901614,1.57883815397293,0.842079492345804,0.283869810804522,-4.73992421312624,0.151605597641415,-1.71728734680333,-3.76325859537405,-6.22495531090825
318,0.991793378396879,1.22247587216007,1.30594640055571,1.30736096718559,1.60928868842271,0.862019281967992,0.30993820108075,-4.65952091611248,0.26058676572447,-1.50575865373741,-3.44451318100046,-5.90784270979332
319,0.995100184822486,1.23133292465634,1.31750791431075,1.3281313266402,1.639922098972,0.882755156371348,0.337911416583749,-4.57680581876339,0.371454312395038,-1.29804946886938,-3.13792262396867,-5.60252687825722
320,0.998388803785703,1.24024499981311,1.32913531586312,1.34862823214894,1.67062981483741,0.904408504926357,0.367948264318596,-4.49200124057389,0.483656071801349,-1.09416083563048,-2.84328423228566,-5.30886010555846
321,1.00165499232866,1.24919897726324,1.34081612519095,1.36882218457619,1.70130710444776,0.927091233060932,0.400198451052327,-4.40528835137542,0.596511081502641,-0.894112911885244,-2.56007099578269,-5.02630898646244
322,1.00489456853429,1.25818115356992,1.35253662634141,1.38868838518822,1.73185533187114,0.950899472547739,0.434789656363144,-4.3168163781054,0.70925049376299,-0.697964712595588,-2.28751299167559,-4.75401656077718
323,1.00810341629786,1.26717729168498,1.36428185029897,1.40820681530434,1.76218400292494,0.975907931032238,0.471815258731175,-4.22671518820357,0.821065119986778,-0.505823521816216,-2.02468715573782,-4.49089498343618
324,1.01127748988015,1.27617268084633,1.37603558502115,1.42736220687354,1.79221251906968,1.0021651553608,0.511323536617906,-4.13510994479675,0.931155496718248,-0.317843393926686,-1.77060840405035,-4.23573903974517
325,1.01441281824832,1.28515220625301,1.38778041312026,1.44614390259078,1.82187156881346,1.02968993135898,0.553309082800693,-4.04213638608736,1.03878029162055,-0.134213662312822,-1.52431512307299,-3.98734862999987
326,1.01750550921118,1.2941004276269,1.3994977769572,1.46454560734498,1.85110410126033,1.05846897764097,0.597707025446693,-3.94795525303388,1.14329918943002,0.044860192074954,-1.28494271042655,-3.74464719619501
327,1.02055175335642,1.30300166555413,1.41116807019118,1.48256503600287,1.87986584387696,1.08845601750394,0.644390454064852,-3.85276447978346,1.24420703068589,0.219179878527565,-1.05178014118341,-3.50678328597418
328,1.02354782779709,1.31184009430354,1.42277075411772,1.50020346566498,1.90812534566873,1.11957223621478,0.693171219111726,-3.75680796842973,1.34115682281429,0.388577899167364,-0.824306326185667,-3.27320426105097
329,1.0264900997349,1.32059983964845,1.4342844964511,1.5174652034649,1.93586354682986,1.15170805630304,0.74380403138805,-3.66038008222901,1.43397021012449,0.552937630479072,-0.602205097693865,-3.04369451109312
330,1.02937502984689,1.32926508007766,1.44568732958729,1.5343569836107,1.96307289562302,1.18472609566176,0.795993553790527,-3.56382538640692,1.52263499782825,0.712206857988369,-0.385359744414274,-2.81837504190635
331,1.03219917550161,1.33782014967532,1.45695682484081,1.55088730958659,1.98975605184591,1.21846511636104,0.849403974544972,-3.46753360818438,1.60729031387286,0.866402920824226,-0.173829884094286,-2.59766628163925
332,1.0349591938093,1.34624964088065,1.46807027870217,1.56706575915759,2.01592423291328,1.25274472909096,0.903670394899607,-3.37193023358066,1.68820091170442,1.01560898072358,0.0321850742573751,-2.38222055914812
333,1.03765184450971,1.35453850531078,1.47900490682745,1.58290227098595,2.04159527259118,1.28737059093272,0.95841126675702,-3.27746356039252,1.76572292141311,1.15996221599363,0.232390680306437,-2.17283419359248
334,1.04027399269925,1.3626721508425,1.48973804125933,1.5984064322322,2.06679147316355,1.32213982343109,1.01324108153937,-3.18458934086555,1.84026399784525,1.29963576135309,0.426444835104944,-1.97035099467306
335,1.0428226113979,1.37063653320448,1.50024732629819,1.61358678645911,2.09153733885699,1.35684638337512,1.06778253887836,-3.09375434133395,1.91224124028048,1.43481685891125,0.614002470380434,-1.77556906886534
336,1.04529478395434,1.37841824042727,1.51051090849543,1.62845018049378,2.11585728143989,1.39128613901755,1.12167750520336,-3.00538020293787,1.98204041915237,1.56568392992822,0.794752919501284,-1.58916135727741
337,1.04768770628652,1.38600456863398,1.52050761642735,1.64300116766447,2.13977338799079,1.42526143761473,1.17459619679624,-2.91984890871497,2.04997990422398,1.69238516644035,0.968446608248312,-1.41161772174878
338,1.04999868895298,1.39338358782602,1.53021712622194,1.65724148307309,2.16330333603582,1.45858499345377,1.22624417609138,-2.8374909653657,2.11628223553291,1.8150208608656,1.13490923845824,-1.24321315878999
339,1.05222515904934,1.40054419652266,1.53962010924135,1.67116960436648,2.18645853291914,1.49108297579842,1.27636692009133,-2.75857712213437,2.1810555408515,1.93363113436516,1.29404331789015,-1.08400333377217
340,1.05436466192317,1.40747616434511,1.54869835885597,1.68478040892109,2.20924254490105,1.52259723000357,1.32475189261931,-2.68331411009557,2.2442860502459,2.04819007320851,1.44581849237809,-0.933845471230497
341,1.05641486269933,1.41417016189035,1.55743489386472,1.69806493555607,2.23164986772821,1.5529866189294,1.37122821613719,-2.61184452902403,2.3058418934938,2.15860659901091,1.59025345343144,-0.792439985430304
342,1.05837354760822,1.42061777751103,1.56581403680001,1.7110102559433,2.25366507505119,1.58212752238788,1.4156641843819,-2.54425066876054,2.36548731298521,2.26473173023591,1.72739305772305,-0.659386277848425
343,1.06023862510841,1.42681152089926,1.57382146608237,1.7235994578916,2.27526236489409,1.60991357669819,1.45796297659244,-2.48056175420013,2.42290550477008,2.36637128020357,1.85728460594561,-0.534244994628825
344,1.06200812679619,1.4327448136566,1.58144424173721,1.7358117397434,2.29640550823949,1.63625477209072,1.49805702222014,-2.42076386710257,2.4777276120915,2.46330252541614,1.97995697593711,-0.416598805452036
345,1.06368020809496,1.43841196731472,1.58867080513008,1.7476226123225,2.31704818845991,1.66107605096895,1.53590151843914,-2.36481163607798,2.52956499906177,2.55529301522709,2.0954055642332,-0.306104448185336
346,1.06525314871867,1.44380814954304,1.59549095389556,1.75900420228464,2.33713470649412,1.68431556400778,1.57146762026392,-2.31264070407657,2.57804184253242,2.64211952311139,2.20358490574512,-0.202530302493765
347,1.06672535290502,1.44892933953527,1.60189579390727,1.76992564840855,2.35660101488529,1.70592274366512,1.60473580545007,-2.26417998065405,2.62282527216541,2.72358518716667,2.30440959575375,-0.105775921813066
348,1.06809534941621,1.45377227380075,1.60787767074287,1.78035358036822,2.37537603445705,1.72585634663054,1.63568986642403,-2.21936275948585,2.66365070677957,2.7995331508931,2.39776291755873,-0.0158724749059745
349,1.06936179130726,1.45833438379181,1.61343008362297,1.79025266787592,2.39338320071023,1.74408259943733,1.66431190397385,-2.17813592108242,2.70034060818568,2.8698554605304,2.48351154131146,0.0670344304304501
350,1.0705234554644,1.46261372697199,1.61854758523182,1.79958622679372,2.4105421830057,1.76057355685389,1.69057859870251,-2.14046663364586,2.73281552898016,2.93449654094179,2.56152391688299,0.142715904264739
351,1.07157924191918,1.46660891306596,1.62322567115223,1.80831686788345,2.4267707181164,1.77530575301955,1.71445892392045,-2.10634619549058,2.76109700333192,2.99345118186488,2.63168959598237,0.21089975346248
352,1.07252817294655,1.47031902732865,1.62746066285825,1.81640717328777,2.44198650050551,1.78825919301212,1.735913346077,-2.07579091196163,2.78530246831396,3.04675754372953,2.69393669821861,0.271313410732347
353,1.07336939195874,1.47374355272504,1.63124958830647,1.82382038559543,2.45610907433443,1.79941670000488,1.75489444443314,-2.04884014851788,2.80563297081875,3.0944861734096,2.74824505597414,0.323724059273935
354,1.07410216220958,1.47688229292225,1.63459006414736,1.8305210944145,2.46906167627773,1.80876360257289,1.77134877833558,-2.02555192989994,2.82235488686785,3.13672636235705,2.79465317851452,0.367971042327063
355,1.07472586532724,1.47973529796215,1.63748018344797,1.83647590573293,2.48077298326039,1.81628771991652,1.78521974489283,-2.00599664510006,2.83577724046783,3.17357136282848,2.83325798982247,0.403987024895949
356,1.07523999969628,1.48230279440539,1.63991841257993,1.84165407995611,2.49117872479534,1.82197958127884,1.79645110720949,-1.99024955454897,2.8462264482442,3.20510400314314,2.8642072239774,0.431806054093896
357,1.07564417871285,1.48458512161907,1.6419035005928,1.84602812534727,2.50022312530552,1.82583280071617,1.8049908368622,-1.97838286953536,2.85402042810984,3.23138412606723,2.88768530181297,0.451558411993479
358,1.07593812893919,1.4865826757231,1.64343440397137,1.8495743346308,2.50786014737176,1.82784452028294,1.81079490530253,-1.97045817987164,2.85944399314532,3.25243904077386,2.90389435369992,0.463453764465889
359,1.07612168818606,1.48829586251655,1.64451022917963,1.85227325372643,2.5140545120634,1.82801583383555,1.81383067678565,-1.96651994543881,2.86272730839839,3.26825785821641,2.91303269155156,0.467755415134576
360,1.0761948035533,1.48972506048252,1.64513019483736,1.85411007294132,2.51878247730297,1.82635210987188,1.81407959803833,-1.96659064711535,2.86402892756942,3.27879020357264,2.91527338269599,0.464749353928827
