750,1.86421864042314
751,1.8764939746363
752,1.88876930884945
753,1.90104464306261
754,1.91331997727576
755,1.92559531148892
756,1.93787064570207
757,1.95014597991522
758,1.96242131412838
759,1.97469664834153
760,1.98697198255469
761,1.99924731676784
762,2.011522650981
763,2.02379798519415
764,2.03607331940731
765,2.04834865362046
766,2.06062398783361
767,2.07289932204677
768,2.08517465625992
769,2.09744999047308
770,2.10972532468623
771,2.12200065889939
772,2.13427599311254
773,2.14655132732569
774,2.15882666153885
775,2.171101995752
776,2.18337732996516
777,2.19565266417831
778,2.20792799839147
779,2.22020333260462
780,2.23247866681777
781,2.24475400103093
782,2.25702933524408
783,2.26930466945724
784,2.28158000367039
785,2.29385533788355
786,2.3061306720967
787,2.31840600630986
788,2.33068134052301
789,2.34295667473616
790,2.35523200894932
791,2.36750734316247
792,2.37978267737563
793,2.39205801158878
794,2.40433334580194
795,2.41660868001509
796,2.42888401422824
797,2.4411593484414
798,2.45343468265455
799,2.46571001686771
800,2.47798535108086
801,2.49026068529402
802,2.50253601950717
803,2.51481135372032
804,2.52708668793348
805,2.53936202214663
806,2.55163735635979
807,2.56391269057294
808,2.5761880247861
809,2.58846335899925
810,2.6007386932124
811,2.61301402742556
812,2.62528936163871
813,2.63756469585187
814,2.64984003006502
815,2.66211536427818
816,2.67439069849133
817,2.68666603270449
818,2.69894136691764
819,2.71121670113079
820,2.72349203534395
821,2.7357673695571
822,2.74804270377026
823,2.76031803798341
824,2.77259337219657
825,2.78486870640972
826,2.79714404062287
827,2.80941937483603
828,2.82169470904918
829,2.83397004326234
830,2.84624537747549
831,2.85852071168865
832,2.8707960459018
833,2.88307138011495
834,2.89534671432811
835,2.90762204854126
836,2.91989738275442
837,2.93217271696757
838,2.94444805118073
839,2.95672338539388
840,2.96899871960703
841,2.98127405382019
842,2.99354938803334
843,3.0058247222465
844,3.01810005645965
845,3.03037539067281
846,3.04265072488596
847,3.05492605909912
848,3.06720139331227
849,3.07947672752542
850,3.09175206173858
851,3.10402739595173
852,3.11630273016489
853,3.12857806437804
854,3.1408533985912
855,3.15312873280435
856,3.1654040670175
857,3.17767940123066
858,3.18995473544381
859,3.20223006965697
860,3.21450540387012
861,3.22678073808328
862,3.23905607229643
863,3.25133140650959
864,3.26360674072274
865,3.27588207493589
866,3.28815740914905
867,3.3004327433622
868,3.31270807757536
869,3.32498341178851
870,3.33725874600167
871,3.34953408021482
872,3.36180941442797
873,3.37408474864113
874,3.38636008285428
875,3.39863541706744
876,3.41091075128059
877,3.42318608549375
878,3.4354614197069
